kelurahan,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,rainfall_anomaly_z,poverty_rate,unemployment_rate,water_access,electricity_access,population_density,health_access_index,education_index,road_damage_ratio,drainage_quality,building_density,green_space_ratio,flood_count,landslide_count,total_disasters,avg_damage_idr,rainfall_risk,temp_deviation,humidity_risk,flood_freq_norm,climate_score,road_vulnerability,drainage_vulnerability,density_risk,green_deficit,infra_score,infra_index,poverty_vulnerability,unemployment_vulnerability,water_deficit,electricity_deficit,health_deficit,education_deficit,pop_density_risk,sosek_score,slope_index,soil_permeability_inv,health_facility_norm,bpbd_post_proximity,rth_ratio,kerawanan_score,kerentanan_score,kapasitas_score,flood_infra_interaction,cascading_score,n_dimensions_critical,uss_bnpb_raw,uss_linear_norm,ussScore,ussZone,ussLabel
Citarum,169.16386311891034,23.13995055684302,82.88296212346772,4.433156400558644,-0.2615868784186487,0.0287231189988423,0.0310631793089035,0.8785833123222972,0.9444596122816692,11274.42395154144,0.502729406803123,0.901934300757014,0.221639946344195,0.5236831549116618,0.6300689617875413,0.1727274424334047,2.0,0.0,7.0,278885930.6298311,0.4349736584218881,0.18600494431569814,0.572074053086693,0.2857142856734694,0.36969173537443717,0.221639946344195,0.47631684508833816,0.6300689617875413,0.8272725575665953,0.5388245776966675,0.4611754223033325,0.274480959140371,0.4631060028294761,0.12141668767770275,0.05554038771833081,0.49727059319687705,0.09806569924298603,0.1488089329160737,0.23695560896025963,0.4380523290819224,0.5462634726543785,0.502729406803123,0.4110964438748492,0.1727274424334047,0.1040857107940002,0.004959291154189014,0.3621844310371256,0.23437449780834835,0.0005161913448181612,1,0.0013869235297665388,43.14512247761586,47.682119205298015,KUNING,0
Ciumbuleuit,136.5718889821497,24.63960416998004,63.93008410861509,14.752617130571824,-0.599137356219578,0.0122673433960751,0.0439094455936237,0.7913575564551345,0.9573193460345992,16715.571040736057,0.6531278012487683,0.4026210730809911,0.1421470871431961,0.4328147707949836,0.6666689302620546,0.3794539287198419,1.0,1.0,5.0,8189666.368554723,0.35454107786526634,0.03603958300199608,0.09825210271537728,0.1428571428367347,0.1579224766048436,0.1421470871431961,0.5671852292050164,0.6666689302620546,0.620546071280158,0.4991368294726063,0.5008631705273937,0.11722794385925513,0.6546248094280862,0.2086424435448655,0.04268065396540077,0.34687219875123165,0.5973789269190088,0.2684057541800507,0.3194046758068427,0.4181913478384531,0.5351284474709052,0.6531278012487683,0.28315415113056125,0.3794539287198419,0.07934136039502888,0.00656486243825637,0.43857862703305717,0.17696450952346948,0.0005208651166574868,1,0.0011611456392885669,12.226352965309317,40.397350993377486,KUNING,0
Ciwaruga,213.15977133674355,25.62156905273647,84.86127698561616,12.45367225902233,0.194072535702728,0.0365218615046705,0.026263977043216,0.969974797031468,0.9438516138628236,5691.881185554021,0.4917242687258191,0.5902024644509867,0.5303993887030928,0.7358974653547011,0.8255476106946372,0.1459172213255309,3.0,0.0,4.0,157658577.0553803,0.5483664224558378,0.062156905273646854,0.621531924640404,0.4285714285102041,0.4151566702200231,0.5303993887030928,0.26410253464529887,0.8255476106946372,0.8540827786744691,0.6185330781793745,0.38146692182062547,0.34900651199466876,0.39155700406373595,0.03002520296853195,0.05614838613717643,0.5082757312741809,0.4097975355490133,0.02610422406742367,0.25298779943639016,0.5520873833484102,0.6594157646476271,0.4917242687258191,0.7289377397696227,0.1459172213255309,0.19963560594817592,0.0002735459384614966,0.45552640994032423,0.3391827712518206,5.4609509179423314e-05,2,0.00011730700560344943,64.3437184182167,7.28476821192053,HIJAU,0
Coblong,119.15095735550037,25.527571901824416,80.58174848270471,4.520277195063857,-0.7795634871939585,0.0228149948437152,0.0282007611253001,0.9745693612894176,0.9453064506767987,5347.808708213353,0.584401602165826,0.8143825370855717,0.1835147816056611,0.3700610900100836,0.6154855549551547,0.0591673317552481,1.0,3.0,5.0,22102083.486258496,0.3144139721898856,0.052757190182441606,0.5145437120676177,0.1428571428367347,0.2561430043191699,0.1835147816056611,0.6299389099899164,0.6154855549551547,0.9408326682447519,0.592442978698871,0.40755702130112903,0.2180223417846081,0.4204315865936909,0.025430638710582376,0.05469354932320125,0.41559839783417396,0.18561746291442827,0.018541485200083755,0.1911907803372527,0.22673790111665607,0.5639505220341379,0.584401602165826,0.2509555848925301,0.0591673317552481,0.04020378691013147,0.00010280228949799063,0.2981748396045348,0.1862723502287198,4.133041340850861e-06,1,1.3411352290000653e-05,27.357750939579834,2.6490066225165565,HIJAU,0
Dago,129.2229232113348,26.607604104069807,78.48430149673807,1.0,-0.6752495578576894,0.062521852142989,0.0203984564730988,0.8239468773056587,0.936188764492726,8180.916475213394,0.641762354437619,0.6393402819761435,0.27056198598710757,0.7500648920279529,0.6666689302620546,0.2990961000926467,5.0,1.0,5.0,72817454.94784507,0.33732237540248355,0.16076041040698072,0.46210753741845173,0.7142857141836735,0.4186190093528974,0.27056198598710757,0.2499351079720471,0.6666689302620546,0.7009038999073534,0.4720174810321407,0.5279825189678593,0.5974649878424333,0.30411077846240253,0.17605312269434126,0.06381123550727397,0.358237645562381,0.36065971802385655,0.08081340648380732,0.2773072706537852,0.5144709169150237,0.41509880444661346,0.641762354437619,0.4178620544814794,0.2990961000926467,0.0720373057600383,0.008500404774996188,0.4529068363372484,0.15922205793325842,0.0006123462578604901,2,0.0013228282880971935,45.76921277780117,44.370860927152314,KUNING,0
Derwati,121.37214029033278,21.461260068091978,82.98279945878,1.0,-0.7565590089199562,0.0424586585627161,0.0090968872643162,0.8238157544906908,0.9098451156611194,14698.421222943036,0.6180332482502076,0.6481497802784084,0.0517718433947907,0.4011103793667168,0.5597333748140529,0.1252105651441308,2.0,1.0,11.0,101961954.333743,0.31939380837318054,0.35387399319080226,0.5745699864694999,0.2857142856734694,0.383388018426738,0.0517718433947907,0.5988896206332832,0.5597333748140529,0.8747894348558692,0.521296068424499,0.47870393157550095,0.4057391304397536,0.13562111776370364,0.17618424550930922,0.09015488433888064,0.38196675174979244,0.3518502197215916,0.22406864984035452,0.2522264284804837,0.39833528685903596,0.4005839772529551,0.6180332482502076,0.296774461213214,0.1252105651441308,0.050964626699099916,0.016017512158739592,0.3466727582025175,0.16649873658406686,0.0008163265278184574,2,0.0022887268765139335,44.53355204253056,60.9271523178808,KUNING,0
Dunguscariang,165.2022550914082,26.40800352698641,81.21369377679153,4.433156400558644,-0.3026166938244931,0.0231228299163099,0.0227362898963808,0.8236846316757229,0.9969469832880472,21072.5785979415,0.5579092652448593,0.5842033000749961,0.2746747326009883,0.501041323977194,0.884510804282151,0.3771647263491655,1.0,2.0,6.0,82686790.38322802,0.42491793557828644,0.1408003526986409,0.5303423444197882,0.1428571428367347,0.30972944388336254,0.2746747326009883,0.49895867602280597,0.884510804282151,0.6228352736508345,0.570244871639195,0.429755128360805,0.2209640441110945,0.3389644127659253,0.17631536832427708,0.003053016711952794,0.4420907347551407,0.4157966999250039,0.3641731071890696,0.28019391196892346,0.3802226813129049,0.6601631207382156,0.5579092652448593,0.6588357151583818,0.3771647263491655,0.1066582226374034,0.014187950028636214,0.5313032355841355,0.2423072736310317,0.0015132615329226354,2,0.002795589299017643,43.16027478625305,64.90066225165563,KUNING,0
Garuda,272.12537870094826,26.017938440986537,79.79273985448333,4.433156400558644,0.8047710118395146,0.0683092831544257,0.0243891153963411,0.8575651166504412,0.9202388412836062,10137.069663097214,0.8137117920381035,0.637795982011449,0.4877031402753353,0.7569159425537633,0.6240902155122593,0.2862111728262796,1.0,2.0,3.0,335162554.74078774,0.690994120716922,0.1017938440986537,0.49481849636208325,0.1428571428367347,0.3576159010035984,0.4877031402753353,0.24308405744623673,0.6240902155122593,0.7137888271737204,0.5171665601018879,0.4828334398981121,0.652770249608814,0.36360559334340253,0.14243488334955878,0.07976115871639378,0.1862882079618965,0.36220401798855095,0.12380980032158696,0.27298198732717194,0.15984557300274563,0.623616002873691,0.8137117920381035,0.47145057003687313,0.2862111728262796,0.06887985374309306,0.011511495296401185,0.5237911783004187,0.3573590524617992,0.0007929101123804173,1,0.0014854312783980968,42.115730182439584,49.668874172185426,KUNING,0
Gegerkalong,126.4792035454805,22.732285127597734,66.74028980498755,3.1739938418558613,-0.7036658753312701,0.0268005185969935,0.0216168910887222,0.8052328965429716,0.8420343670460289,19111.961370852016,0.5417606081488174,0.4318026303764891,0.3009635475833738,0.2310606750712482,0.8488270312549241,0.1011803534955547,1.0,2.0,3.0,67787752.9691491,0.33099995779813357,0.22677148724022658,0.16850724512468887,0.1428571428367347,0.21728395824994592,0.3009635475833738,0.7689393249287518,0.8488270312549241,0.8988196465044453,0.7043873875678737,0.29561261243212633,0.25610840000553636,0.3222758342327463,0.1947671034570284,0.15796563295397115,0.45823939185118256,0.568197369623511,0.3210785934346173,0.32551890365122754,0.42234134540608537,0.25659136871634686,0.5417606081488174,0.4455104467170595,0.1011803534955547,0.035870182051975896,0.016015879045790025,0.3628171361204772,0.23315219555850375,0.0005744924970949142,2,0.0015409498154324774,53.416716682593915,50.331125827814574,KUNING,0
Gempolsari,139.08981813958812,26.204866669592448,70.81268262921314,6.781820491668692,-0.5730595191853495,0.0458397942601452,0.039038738059739,0.7669239169418167,0.8656525286544101,6497.793847139059,0.5368677972877516,0.4789257486631904,0.1316670998839262,0.5948127662083322,0.6999729823313351,0.2657668509193646,1.0,2.0,3.0,496903219.31262606,0.36053115690688325,0.12048666695924481,0.27031706573032854,0.1428571428367347,0.22354800810829784,0.1316670998839262,0.40518723379166777,0.6999729823313351,0.7342331490806354,0.4927651162718911,0.5072348837281089,0.43804959676659966,0.5820097730038453,0.23307608305818328,0.1343474713455899,0.4631322027122484,0.5210742513368096,0.0438182448358327,0.34507251757987273,0.27628189211986487,0.5379650223259713,0.5368677972877516,0.7054151716435406,0.2657668509193646,0.053585743782531454,0.004473793905322338,0.5026832732835523,0.17765717745285975,0.0002397315739464536,1,0.0004676017074071071,24.91775989651974,23.178807947019866,HIJAU,0
Hegarmanah,149.52429078385606,26.666102486350553,76.72049176029259,5.520291374791081,-0.4649911581865996,0.0169470351411033,0.0111098414884424,0.9247217943622492,0.9897361400296842,25926.9030888727,0.641762354437619,0.6646759382564924,0.0053680844501438,0.3861957700660608,0.8366173634148736,0.3752593412346346,5.0,1.0,6.0,364069925.5588356,0.38580245236754457,0.1666102486350553,0.4180122940073147,0.7142857141836735,0.42117767729839706,0.0053680844501438,0.6138042299339392,0.8366173634148736,0.6247406587653654,0.5201325841410805,0.47986741585891945,0.1619475398999354,0.16563128431309473,0.07527820563775078,0.010263859970315758,0.358237645562381,0.3353240617435076,0.4708715237145412,0.2253648744059324,0.8349031808346674,0.40617089984388466,0.641762354437619,0.373760146798854,0.3752593412346346,0.13083077218485484,0.005740451349594947,0.4635939474903692,0.2006684265178971,0.000751027682757099,2,0.0015858050693782814,47.40258062349316,50.993377483443716,KUNING,0
Husein Sastranegara,165.2022550914082,24.761481154572184,78.78140878839065,1.0,-0.2025759763531453,0.0274916433132649,0.012228572382103,0.8847464474233963,0.9930280632007904,10942.58797722614,0.8772836602271975,0.6303095151545899,0.0675474542941408,0.6154911838544103,0.7245851699783592,0.3347353664716885,2.0,0.0,6.0,39784976.66139014,0.44952848804025136,0.023851884542781577,0.46953521970976625,0.2857142856734694,0.30715746949156714,0.0675474542941408,0.38450881614558974,0.7245851699783592,0.6652646335283114,0.46047651848660026,0.5395234815133998,0.26271285598454885,0.18230990523766025,0.11525355257660375,0.006971936799209599,0.1227163397728025,0.3696904848454101,0.14151515330332318,0.17159574693136545,0.20925031736524946,0.7188652349010737,0.8772836602271975,0.49128513850388983,0.3347353664716885,0.06761932420654941,0.004284879299964596,0.567768055067592,0.20699731313332023,0.0002897406425702385,0,0.0005014826278970067,13.613649625962076,27.1523178807947,HIJAU,0
Isola,143.98089461947848,24.807450211891055,72.2524462299805,1.02050482627825,-0.18604438353349984,0.0057082289368898,0.010275149363205,0.7794034361997468,0.9694009257950158,23294.28440200346,0.7194765298961313,0.2832030313236455,0.2199846305514842,0.3830343376490487,0.5350439213308535,0.1686860345657134,2.0,1.0,6.0,65220041.1138823,0.45362259688262707,0.019254978810894486,0.3063111557495127,0.2857142856734694,0.2662257542791259,0.2199846305514842,0.6169656623509513,0.5350439213308535,0.8313139654342866,0.5508270449168939,0.44917295508310606,0.054548398927480105,0.1531872607999852,0.22059656380025316,0.0305990742049842,0.2805234701038687,0.7167969686763545,0.41300636745457514,0.26703687199535725,0.20878030332959632,0.30482733285012287,0.7194765298961313,0.30242315622934923,0.1686860345657134,0.028869423461392856,0.004969783828204379,0.39686190689706463,0.2498675945483849,0.0001434747938480143,1,0.00035263756919940207,31.545322077487892,17.218543046357617,HIJAU,0
Jamika,120.99548109214092,25.767838044636022,80.73404780621728,1.4991962622919002,-0.7604600150935704,0.0805900266816653,0.0426119070582922,0.851654650012328,0.9739484147707642,27691.429338523736,0.8043094035888514,0.7606459215551614,0.1930659500417276,0.6895198535300049,0.756462791337916,0.2657668509193646,4.0,0.0,8.0,141064286.2790327,0.3185464002884273,0.07678380446360222,0.5183511951554319,0.5714285713469388,0.37127749281360006,0.1930659500417276,0.3104801464699951,0.756462791337916,0.7342331490806354,0.49856050923256856,0.5014394907674314,0.7701262464436107,0.6352804313578624,0.14834534998767201,0.026051585229235785,0.1956905964111486,0.23935407844483858,0.5096559430723989,0.3606434615638238,0.44671757038271126,0.6587408388877161,0.8043094035888514,0.42288416490232067,0.2657668509193646,0.09373900186278637,0.05822546359488297,0.49765347313684555,0.15881465554199994,0.005457996840382335,1,0.010751422238198794,51.999145378162915,92.71523178807946,MERAH,1
Jati Sari,348.4767024875751,23.321270486111576,77.28703968389769,3.784956526541897,1.59553090004894,0.0380157438866103,0.003525582900795,0.980804528363988,0.8491570039408884,18458.47503079088,0.8171763319329016,0.5771965222311892,0.0718774848884441,0.7899085909778053,0.5003080743177462,0.0887968696508582,1.0,0.0,7.0,12694039.242087344,0.8313928396203581,0.1678729513888424,0.43217599209744223,0.1428571428367347,0.3935747314858444,0.0718774848884441,0.2100914090221947,0.5003080743177462,0.9112031303491418,0.42337002464438167,0.5766299753556183,0.36328219943147755,0.052561220105475266,0.019195471636011985,0.15084299605911156,0.18282366806709838,0.4228034777688108,0.3067149146496885,0.21403199253109628,0.09579499240589376,0.7800953785269146,0.8171763319329016,0.5347596112382624,0.0887968696508582,0.06212934744888593,0.002138837552073116,0.48024427094067407,0.3519868069992335,0.00013288458140947528,1,0.00027105789763641323,27.029683454194625,15.894039735099339,HIJAU,0
Jatihandap,165.2022550914082,26.12572423767792,69.52629182488839,18.38671879640467,-1.0434722537976642,0.0443594418126095,0.055736383761439,0.5952218579153121,0.950950844093928,12217.16098419623,0.710744783208603,0.7328758738508434,0.3702785956345083,0.5527025689814907,0.6008657788992451,0.5086353854842558,1.0,0.0,3.0,31506869.132543523,0.26048057605596037,0.11257242376779217,0.23815729562220972,0.1428571428367347,0.1885168595706742,0.3702785956345083,0.4472974310185093,0.6008657788992451,0.4913646145157442,0.47745160501700173,0.5225483949829983,0.4239032027178972,0.8309469433005334,0.4047781420846879,0.04904915590607195,0.289255216791397,0.2671241261491566,0.16953036362638293,0.3477981643680181,0.2620337105668307,0.4141300907111208,0.710744783208603,0.2855749183845858,0.5086353854842558,0.028266321737458234,0.02908916425996708,0.5016516956924816,0.12436686911367145,0.0008222436760460006,1,0.0016070379185065661,17.26397231912451,51.65562913907284,KUNING,0
Jatisari,161.20976953830154,21.97823209132991,73.20499981636982,6.963624546339549,-0.343966303406578,0.0259909291329387,0.0461732267820813,0.7052766454968009,0.9618671485747368,9943.893179061528,0.7222003184749314,0.6646759382564924,0.1386391024045477,0.6112982710576819,0.513230052186209,0.5703652747434688,4.0,2.0,4.0,4501265.67956685,0.41484633742581134,0.3021767908670089,0.3301249954092455,0.5714285713469388,0.40464417376225115,0.1386391024045477,0.38870172894231814,0.513230052186209,0.42963472525653124,0.36755140219740157,0.6324485978025984,0.24837188320829523,0.6883744345724342,0.2947233545031991,0.03813285142526324,0.2777996815250686,0.3353240617435076,0.11956376670865643,0.2860414333837749,0.34491598092769066,0.4723340849109793,0.7222003184749314,0.38588768837666676,0.5703652747434688,0.06758492927589074,0.008752186639214316,0.5594844271983557,0.15247735301731336,0.0005915159150206954,2,0.0010386867256945483,28.822693879157573,39.0728476821192,KUNING,0
Jatisari Kulon,81.14668012068616,26.19920419404205,67.56424399596118,4.969288479196821,-1.173168424570898,0.00686286299888,0.0378621885390075,0.96799346113078,0.9649058825664308,14627.612115953158,0.6193471735278689,0.6604335972255346,0.3477245645641516,0.6076626506857006,0.6666689302620546,0.5295886065409909,1.0,1.0,5.0,644406110.6270993,0.2362827542166085,0.11992041940420499,0.18910609989902943,0.1428571428367347,0.1720416040891444,0.3477245645641516,0.3923373493142994,0.6666689302620546,0.47041139345900906,0.46928555939987865,0.5307144406001214,0.06558219594666825,0.5644691619717759,0.03200653886922,0.03509411743356916,0.38065282647213106,0.33956640277446537,0.22251226035598506,0.23426907197483066,0.3666176387901931,0.5438756112342876,0.6193471735278689,0.4890183042480638,0.5295886065409909,0.04711345620837917,0.0004670663857841694,0.5459846947723078,0.11088408448908514,2.20051117130484e-05,0,3.9578628548507336e-05,0.157442375524719,4.635761589403973,HIJAU,0
Kacapiring,191.6098541107548,24.526003783755815,84.33330155170349,5.301300517348915,-0.0291169165740637,0.0166988022265892,0.0167235099855008,0.8166866264614194,0.7969370924889282,16096.461678920225,0.4667429732034171,0.8630352985614103,0.0155314978309614,0.329139025537068,0.7492456375026881,0.2657668509193646,2.0,0.0,5.0,19239544.657053847,0.49272128508729124,0.047399621624418485,0.6083325387925871,0.2857142856734694,0.3585419327944416,0.0155314978309614,0.670860974462932,0.7492456375026881,0.7342331490806354,0.5424678147193043,0.4575321852806957,0.15957540167675757,0.24932276846640294,0.18331337353858057,0.2030629075110718,0.5332570267965828,0.13696470143858974,0.2547976839562217,0.24575626619774388,0.13590993976120336,0.5274275882629145,0.4667429732034171,0.23906669227124266,0.2657668509193646,0.035319568288335254,0.007453419619198305,0.3238588387980081,0.2672854387869902,0.0002632515632218923,1,0.00078851158821997,42.87772607259732,32.450331125827816,HIJAU,0
Karang Anyar Kota,205.45898449279497,23.37963791960606,70.11419162931566,18.95596486967701,0.1143165728478704,0.0654821439349009,0.0170552128706712,0.936754958457324,0.9535396144084802,16303.99638927762,0.6087264476356968,0.8491999380978266,0.243556441638126,0.3042751668717844,0.6806570074718019,0.0434710473440837,1.0,2.0,3.0,196181426.5477891,0.5285480604801039,0.16203620803939386,0.2528547907328914,0.1428571428367347,0.271574050522281,0.243556441638126,0.6957248331282155,0.6806570074718019,0.9565289526559163,0.644116808723515,0.35588319127648504,0.6257538282852869,0.2542679672739905,0.06324504154267596,0.04646038559151977,0.39127355236430317,0.15080006190217343,0.2593593124609858,0.255880021345848,0.519139654091642,0.24407674463653323,0.6087264476356968,0.5353670148484896,0.0434710473440837,0.06697228075894551,0.010264359245882948,0.3958548366094234,0.3404466899734479,0.0006874275492259511,1,0.0016937769054788934,45.161818248534566,53.64238410596026,KUNING,0
Karang Pamulang,97.66318239352462,25.11459904175322,73.88906466130645,2.113940247976522,-0.18604438353349984,0.0261682907748339,0.0267156416867983,0.7239079217896492,0.9356064989981276,8229.979140656193,0.4158898109732938,0.8993143073039539,0.2353892896590095,0.5125569334651204,0.2553324770671172,0.1823250807559856,3.0,1.0,1.0,292449935.73254395,0.45362259688262707,0.011459904175321967,0.34722661653266124,0.4285714285102041,0.3102201365252036,0.2353892896590095,0.48744306653487957,0.2553324770671172,0.8176749192440144,0.4489599381262551,0.5510400618737449,0.25006676855776117,0.3982906550409508,0.27609207821035076,0.06439350100187236,0.5841101890267062,0.1006856926960461,0.08189180755135965,0.2507900988692925,0.617108458990007,0.4116730258236353,0.4158898109732938,0.4881636411390172,0.1823250807559856,0.11524141748999484,0.0056539294494949025,0.36212617762276555,0.20365837302909542,0.0006515668441482187,0,0.0017509298816616168,21.57683268741192,54.966887417218544,KUNING,0
Karanganyar,142.65268233277416,26.771131280361196,77.12991881234514,8.305796892974893,-0.5361594374135829,0.0086232278407414,0.0136741062789619,0.8244063177345162,0.9637402774057106,20487.640693385707,0.5726234884446039,0.8347582093412496,0.6236265478175447,0.3964403476566751,0.6533608892401669,0.0876877204708215,2.0,1.0,4.0,1688375.8513397707,0.3690814464096918,0.17711312803611962,0.4282479703086285,0.2857142856734694,0.31503920760697735,0.6236265478175447,0.6035596523433249,0.6533608892401669,0.9123122795291785,0.6982148422325537,0.3017851577674463,0.0824044160631737,0.20386067498571897,0.17559368226548377,0.036259722594289445,0.42737651155539613,0.16524179065875044,0.35131612815966434,0.2060075608974967,0.3456601600412396,0.6761749549241587,0.5726234884446039,0.364126379638537,0.0876877204708215,0.08626420442087854,0.005083437170870147,0.3414791961846541,0.25769814387590567,0.0004385186632686348,1,0.0012476376070868597,54.573749703968325,43.04635761589404,KUNING,0
Karasak,391.1215116670913,25.872520380749027,78.48430149673807,2.6848467857235723,2.0371971720542064,0.0138387486453789,0.0094522248464861,0.5448391515105769,0.861618617208472,26870.898104222862,0.8927589512839864,0.6543685131858197,0.1374243088751497,0.3944461190228397,0.7453099642177653,0.2500763987495676,3.0,2.0,4.0,51213775.98527188,0.8846475580673001,0.08725203807490267,0.46210753741845173,0.4285714285102041,0.46564464051771465,0.1374243088751497,0.6055538809771603,0.7453099642177653,0.7499236012504324,0.5595529388301269,0.4404470611698731,0.13224444746544445,0.14091867490353657,0.45516084848942306,0.138381382791528,0.10724104871601359,0.3456314868141803,0.4916206049788798,0.25874264202271513,0.05,0.4825118656362443,0.8927589512839864,0.4444082618306814,0.2500763987495676,0.02134264718368004,0.02959187076598214,0.5290812039547451,0.4950071409454531,0.0006315688572634125,2,0.0011715653460557893,64.42207824502786,41.05960264900662,KUNING,0
Kebon Gedang,294.2184431226243,25.509974557960913,92.65167012683484,1.6566238571685667,1.0335857629905374,0.0280977672179434,0.0314613840833197,0.8827414691996787,0.9498124917704307,19493.76455565893,0.6645789972497279,0.7801190865885732,0.1697468754555758,0.6280852016639238,0.5357284816647916,0.3811929030233282,2.0,1.0,4.0,5004200.769143904,0.7376104799717621,0.05099745579609127,0.8162917531708711,0.2857142856734694,0.47265349365304843,0.1697468754555758,0.3719147983360762,0.5357284816647916,0.6188070969766718,0.42404931310827887,0.5759506868917211,0.26850503582131263,0.4690426463247748,0.11725853080032134,0.0501875082295693,0.3354210027502721,0.2198809134114268,0.3294706560829602,0.25568089906009106,0.7409950686767537,0.7504396692809014,0.6645789972497279,0.7521716966006939,0.3811929030233282,0.41016460435823776,0.010373220852516346,0.59931453229125,0.3127832173734936,0.004254728026892989,1,0.006982810685465885,45.105169127598316,84.76821192052981,MERAH,1
Kebon Jayanti,101.95211184153432,27.407068154314633,82.99295853641723,7.704014672468416,-0.9576895036329434,0.0859094681870811,0.0127359893397784,0.4653407252245937,0.931451849484386,40895.488654198016,0.5870999214163819,0.710113593423355,0.2799801593212404,0.8727188087811686,0.6381658935341339,0.1860012623410261,3.0,1.0,5.0,2569416073.157037,0.27734103313880637,0.24070681543146327,0.5748239634104308,0.4285714285102041,0.38036081012272616,0.2799801593212404,0.1272811912188314,0.6381658935341339,0.8139987376589739,0.4648564954332949,0.5351435045667051,0.8209593543159305,0.1898747406558299,0.5346592747754063,0.06854815051561403,0.4129000785836181,0.289886406576645,0.7998821575174471,0.4452443089914987,0.7242102733235019,0.6394607751635347,0.5870999214163819,0.23503096816605212,0.1860012623410261,0.1284377592168705,0.3510951013817087,0.33604405064115334,0.12892378070475483,0.04509386809348664,1,0.130312507930526,60.76556370296573,100.0,MERAH,1
Kebon Jeruk,99.67318540246728,23.869461510719308,74.79023622491331,34.4495661773585,-0.9812920232333934,0.0287231189988423,0.0063268678792249,0.8238157544906908,0.9871723631723855,31597.743468438293,0.4485624836999024,0.548699229705013,0.7501009462025127,0.7031094899121834,0.77901724847854,0.17462772916587,3.0,1.0,1.0,129963824.44553,0.27263549324694597,0.1130538489280692,0.3697559056228329,0.4285714285102041,0.29600416907701305,0.7501009462025127,0.29689051008781664,0.77901724847854,0.82537227083413,0.6628452439007498,0.33715475609925016,0.274480959140371,0.0943242307827207,0.17618424550930922,0.012827636827614453,0.5514375163000975,0.45130077029498705,0.5955170207345155,0.30801033994137367,0.19201222349455993,0.4266256114793552,0.4485624836999024,0.40701621132903715,0.17462772916587,0.02233357228614559,0.02879873903202979,0.3434021413982699,0.18071514001727312,0.0006431787199216798,2,0.0018199627126674464,57.98667410311516,56.29139072847682,KUNING,0
Kebon Pisang,161.24606004137135,28.231549022289514,73.26742888931336,1.0,-0.3435904477864352,0.0194994292084685,0.0180680253459234,0.8438601172524413,0.7532678186280366,47385.96416885044,0.4754067587895244,0.4461657505008098,0.0804879911101637,0.6384160614219225,0.7101634290002629,0.3249209328402846,7.0,0.0,9.0,353115660.4371988,0.41493757886592886,0.3231549022289514,0.3316857222328341,0.9999999998571428,0.5174445507962143,0.0804879911101637,0.36158393857807747,0.7101634290002629,0.6750790671597153,0.4568286064620548,0.5431713935379452,0.18633846944149499,0.26936750143195853,0.15613988274755874,0.2467321813719634,0.5245932412104757,0.5538342494991901,0.9425432963029825,0.4113641174293749,0.4174416324908713,0.38514480414171604,0.4754067587895244,0.7512236330976624,0.3249209328402846,0.06671178666378295,0.027423171630849102,0.5171837749091571,0.18955535592206124,0.0018294487754815102,2,0.003470229666678865,75.19328270066443,72.18543046357617,MERAH,1
Kebonlega,131.29413645526452,29.129317133347016,81.9839863299636,1.4013189996343522,-0.6537982945134562,0.0144409254064442,0.0182413299013918,0.7995094620514224,0.9498805317688434,13907.025659326082,0.449946759399692,0.660554351927894,0.27056198598710757,0.3791194445531596,0.7202579939523802,0.0972353405599044,3.0,1.0,14.0,33820919.63450194,0.3421341115188943,0.4129317133347016,0.54959965824909,0.4285714285102041,0.43330922790322246,0.27056198598710757,0.6208805554468404,0.7202579939523802,0.9027646594400955,0.628616298706606,0.37138370129339404,0.13799890800839273,0.27195121571171693,0.20049053794857763,0.05011946823115665,0.550053240600308,0.339445648072106,0.20667371597448644,0.25096181922096344,0.7145615821175006,0.2806363397697071,0.449946759399692,0.2950341168901901,0.0972353405599044,0.06860881949935486,0.005718139932486587,0.2807387389499288,0.21507107884428048,0.00039231483050002547,2,0.0013493724018923744,68.60227132792089,45.6953642384106,KUNING,0
Kebonlega Kidul,154.31087583735146,25.061983735470065,77.55561840882704,16.77762133835466,-0.4154171721168271,0.0478145114865891,0.0519727319929879,0.8238157544906908,0.9856484920914642,50000.0,0.5889999957352697,0.6357079235831861,0.2599691586004318,0.7448336362150368,0.3630346125406402,0.0610755453639273,1.0,3.0,7.0,13271873.920721626,0.3976138989948803,0.0061983735470064975,0.4388904602206761,0.1428571428367347,0.2463899688998244,0.2599691586004318,0.25516636378496316,0.3630346125406402,0.9389244546360727,0.45427364739052695,0.5457263526094731,0.4569201894194095,0.7748364689283914,0.17618424550930922,0.014351507908535788,0.41100000426473027,0.36429207641681394,0.9999999999999781,0.45679778463530984,0.2860365042129487,0.28520263259540873,0.5889999957352697,0.3506760310255128,0.0610755453639273,0.03243669139158432,0.08050213883082756,0.33358385737490326,0.18062551614957284,0.00261122303361803,1,0.0075999584310178486,35.95121114655171,86.75496688741721,MERAH,1
